what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712611565
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712612267
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712614189
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712614217
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712615718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712617554
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712619635
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712626682
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712633961
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1313712633968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712636944
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712649532
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.properties",1313712649545
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1313712650011
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712651940
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712653748
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1313712656651
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712666689
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712673920
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1313712673926
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712682851
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712703666
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712704592
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313712706343
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1313712706613
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1313712707331
