what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313719962958
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313719964056
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313719983793
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1313719990537
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313719991276
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720000999
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720011330
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313720011667
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313720012290
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720012795
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720015359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720015446
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720018742
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720020831
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720020893
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313720028073
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313720028823
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720043816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720051751
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720145921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720149560
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720182466
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720204711
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720206863
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720206941
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720210696
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720212237
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720227554
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720232015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720252026
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720272438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720273199
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720280990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720288175
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720304257
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720304579
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720310212
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720311254
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720320322
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720324008
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720325283
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720327058
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720334021
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720335475
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720346147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720361295
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720373920
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313720376014
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313720376443
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313720377859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720383958
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720385232
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720392140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720416895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720421041
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313720421280
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720460231
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720463295
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720467438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720468539
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720484420
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720484895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720540553
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1313720571491
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313720575642
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720577446
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720584838
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720585988
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720590542
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720591702
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720592469
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720595984
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313720601504
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313720601647
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313720601888
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313720602015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313720602215
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313720602351
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313720602583
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313720602718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720603517
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720606668
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720607965
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720617925
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1313720636983
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1313720645759
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720666831
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720669562
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720672297
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720674040
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720679441
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720693464
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720696161
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720700446
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720715705
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313720719677
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313720722221
