what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313717825534
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717826098
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717828359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717829806
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717862569
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717868847
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717881170
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313717888458
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313717896521
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717898679
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717898738
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313717901734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717947495
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717952422
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313717953775
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1313717960404
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313717966474
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313717967048
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313717972093
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313717984058
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313717988193
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1313717992118
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313717992715
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717998783
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313717998922
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718006063
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718011877
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718013826
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718016859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718027631
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718043087
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718044398
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718047865
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718080152
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718085383
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718097815
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718099199
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718101587
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718107689
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718108554
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718112042
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1313718113267
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313718113941
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718114340
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718115276
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718116654
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718119711
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718120879
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718121872
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1313718122899
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1313718123839
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313718127143
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313718127605
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313718128466
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718129393
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718132327
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718133360
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718148395
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718155359
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1313718156475
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718161186
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1313718162676
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1313718167971
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718169335
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718171978
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718222718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718222839
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718228681
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1313718236801
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718237128
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718239709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718246935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718250479
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718295618
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718305163
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718309982
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313718310053
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313718311882
