what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313703387851
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703388530
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703388972
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703391130
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703392904
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313703412131
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703412313
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703412456
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703416055
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703418557
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313703421131
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703424160
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703424477
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703429253
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703430745
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313703456387
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703456603
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703456737
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703459388
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703478729
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313703479666
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703481384
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703481951
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703482630
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703482902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313703487332
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703487709
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703488074
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313703489751
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703491974
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703492800
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703493335
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703504173
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703508627
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703525405
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703566212
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703569136
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703571201
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703587572
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703588260
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703590074
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703592651
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703593189
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703594993
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703596863
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703597609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703598835
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703600676
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703601540
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703602811
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313703603677
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703606336
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703607479
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703608124
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703609072
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703611341
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703613525
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703614336
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703616090
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703619149
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703619873
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703628017
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313703652140
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703653779
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703659139
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703661685
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703665385
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313703666150
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1313703666588
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703667148
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1313703674877
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1313703675293
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1313703675836
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703680249
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313703681111
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703682641
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703683327
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703684071
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703684479
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703684919
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703687151
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703687957
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703688887
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703712588
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1313703717650
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703717678
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1313703717692
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1313703728131
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1313703728140
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.close",1313703728152
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703746212
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703748910
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703752925
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1313703755827
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1313703756200
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703757964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703759560
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703762338
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703768346
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703770415
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703775432
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703777552
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703790097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703791235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703793251
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703794397
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703795860
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703799197
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703807436
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703828741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1313703841987
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703842737
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313703847789
